Area,Bedrooms,Bathrooms,Floors,Parking,Age,Location,Price
2350,2,2.0,1,1.0,4.0,Pune,15952000.0
2344,3,3.0,3,1.0,13.0,Pune,16153000.0
1197,2,2.0,1,0.0,6.0,Hyderabad,7176000.0
1390,4,3.0,1,0.0,2.0,Chennai,9591000.0
1261,1,1.0,1,0.0,3.0,Hyderabad,7279000.0
1870,1,1.0,3,2.0,7.0,Bangalore,13941000.0
1123,4,4.0,3,2.0,39.0,Mumbai,18071000.0
1626,3,3.0,3,2.0,0.0,Hyderabad,9869000.0
1421,6,6.0,1,0.0,24.0,Bangalore,9279000.0
2273,6,6.0,1,0.0,9.0,Chennai,14360000.0
1518,4,3.0,2,0.0,17.0,Bangalore,9129000.0
2851,2,1.0,2,1.0,1.0,Hyderabad,14050000.0
2117,5,4.0,3,0.0,9.0,Pune,17055000.0
1980,6,6.0,3,3.0,8.0,Hyderabad,11842000.0
1391,4,4.0,3,1.0,23.0,Mumbai,19987000.0
-1,4,3.0,1,2.0,5.0,Bangalore,9984000.0
1044,1,1.0,3,0.0,9.0,Delhi,9535000.0
1556,4,4.0,3,0.0,1.0,Bangalore,11182000.0
1613,2,2.0,1,1.0,1.0,Pune,12331000.0
1606,3,2.0,3,0.0,4.0,Bangalore,10781000.0
2076,3,2.0,3,0.0,24.0,Delhi,24689000.0
2114,4,4.0,3,0.0,10.0,Hyderabad,12115000.0
1929,4,4.0,2,0.0,2.0,Mumbai,29820000.0
1088,3,3.0,3,1.0,0.0,Delhi,10872000.0
1376,4,4.0,1,0.0,1.0,Chennai,7388000.0
549,3,3.0,3,2.0,1.0,Mumbai,10790000.0
2158,5,5.0,1,0.0,1.0,Delhi,22764000.0
1564,4,4.0,2,1.0,7.0,Pune,12752000.0
765,6,5.0,1,0.0,9.0,Pune,6465000.0
1700,5,4.0,1,2.0,16.0,Chennai,13047000.0
639,2,2.0,3,0.0,6.0,Bangalore,4375000.0
1563,6,6.0,2,0.0,13.0,Bangalore,11598000.0
957,6,5.0,2,1.0,2.0,Chennai,6761000.0
1162,3,2.0,1,0.0,0.0,Bangalore,7424000.0
1483,2,1.0,1,0.0,15.0,Delhi,13641000.0
956,6,6.0,2,1.0,12.0,Hyderabad,6503000.0
1792,4,4.0,1,2.0,6.0,Mumbai,32698000.0
1397,3,2.0,3,1.0,23.0,Hyderabad,8185000.0
1193,1,1.0,3,1.0,3.0,Mumbai,20284000.0
953,2,1.0,2,1.0,4.0,Pune,6751000.0
939,2,1.0,2,0.0,1.0,Hyderabad,5567000.0
2150,4,4.0,1,0.0,5.0,Delhi,21242000.0
1274,5,4.0,3,2.0,17.0,Hyderabad,8228000.0
2663,5,5.0,2,1.0,3.0,Delhi,28933000.0
1579,6,5.0,1,0.0,9.0,Delhi,16820000.0
2142,4,4.0,3,3.0,,Hyderabad,12747000.0
2328,2,1.0,3,0.0,5.0,Pune,15422000.0
2214,2,2.0,3,1.0,7.0,Chennai,11545000.0
1158,4,3.0,3,0.0,2.0,Chennai,7598000.0
1124,1,1.0,3,2.0,1.0,Chennai,6624000.0
1221,1,1.0,1,0.0,18.0,Chennai,6759000.0
1040,2,,1,2.0,8.0,Delhi,11159000.0
1796,2,2.0,3,1.0,19.0,Pune,15595000.0
1397,6,6.0,3,0.0,8.0,Chennai,9609000.0
1319,6,6.0,2,1.0,1.0,Bangalore,10110000.0
1806,3,2.0,2,1.0,5.0,Delhi,17528000.0
1769,4,4.0,2,3.0,6.0,Mumbai,29032000.0
1698,2,2.0,3,0.0,6.0,Mumbai,29832000.0
620,4,,3,2.0,7.0,Chennai,4404000.0
400,3,3.0,1,1.0,7.0,Pune,3578000.0
1515,3,2.0,2,1.0,0.0,Mumbai,22637000.0
2163,4,4.0,3,2.0,9.0,Hyderabad,13031000.0
1549,6,5.0,2,2.0,1.0,Chennai,9545000.0
1474,5,4.0,2,,3.0,Bangalore,10543000.0
1909,5,4.0,2,0.0,16.0,Mumbai,32927000.0
1677,3,3.0,1,0.0,23.0,Chennai,9788000.0
1058,5,5.0,2,2.0,2.0,Pune,8668000.0
1131,2,1.0,3,2.0,5.0,Delhi,13343000.0
1987,4,3.0,1,3.0,4.0,Mumbai,33245000.0
1386,3,3.0,1,0.0,5.0,Hyderabad,8157000.0
2081,2,1.0,1,3.0,10.0,Chennai,11227000.0
1930,6,6.0,2,4.0,5.0,Pune,15147000.0
1744,5,5.0,3,1.0,1.0,Pune,11835000.0
1569,4,3.0,1,1.0,4.0,Hyderabad,9925000.0
696,4,4.0,2,1.0,2.0,Delhi,8130000.0
1496,2,2.0,1,1.0,2.0,Chennai,8519000.0
813,1,1.0,2,1.0,3.0,Chennai,4003000.0
1062,4,3.0,2,1.0,5.0,Hyderabad,6427000.0
1298,4,4.0,3,0.0,5.0,Mumbai,21545000.0
1952,4,3.0,2,0.0,17.0,Hyderabad,10221000.0
1452,3,2.0,2,,14.0,Chennai,8591000.0
1282,5,,3,3.0,3.0,Bangalore,9432000.0
1829,2,1.0,2,2.0,1.0,Delhi,18545000.0
1346,5,5.0,3,0.0,2.0,Pune,11362000.0
400,2,2.0,2,2.0,17.0,Mumbai,7273000.0
916,1,1.0,3,0.0,3.0,Mumbai,14440000.0
1761,4,3.0,2,0.0,8.0,Mumbai,29625000.0
2070,5,4.0,3,2.0,0.0,Bangalore,15343000.0
871,4,4.0,1,0.0,9.0,Bangalore,6818000.0
1029,4,3.0,3,3.0,6.0,Chennai,7591000.0
400,4,3.0,3,2.0,,Mumbai,8105000.0
1211,2,2.0,2,0.0,22.0,Delhi,13101000.0
2545,5,5.0,1,1.0,10.0,Bangalore,18234000.0
1467,5,4.0,2,1.0,3.0,Delhi,17563000.0
1753,4,,1,0.0,10.0,Chennai,10785000.0
1695,2,2.0,3,0.0,5.0,Pune,14018000.0
2010,3,3.0,2,1.0,4.0,Mumbai,33167000.0
1560,5,5.0,2,0.0,8.0,Chennai,10519000.0
945,4,4.0,2,0.0,,Delhi,9635000.0
1336,4,4.0,1,0.0,41.0,Hyderabad,7883000.0
1423,6,6.0,3,1.0,1.0,Pune,10625000.0
1494,4,4.0,3,1.0,27.0,Pune,11739000.0
887,5,5.0,3,2.0,7.0,Pune,7302000.0
1177,3,3.0,1,1.0,1.0,Mumbai,20276000.0
1520,3,2.0,1,2.0,4.0,Bangalore,10002000.0
1515,3,2.0,1,1.0,4.0,Mumbai,24663000.0
1397,3,3.0,1,1.0,12.0,Delhi,14887000.0
1769,3,2.0,2,2.0,0.0,Delhi,17848000.0
2103,5,4.0,3,0.0,5.0,Delhi,27003000.0
1212,4,3.0,2,0.0,0.0,Mumbai,19170000.0
1744,3,2.0,3,2.0,9.0,Bangalore,11905000.0
2071,2,2.0,1,0.0,9.0,Chennai,11352000.0
816,4,4.0,1,0.0,1.0,Pune,5675000.0
1308,3,2.0,1,2.0,0.0,Bangalore,7978000.0
2361,4,3.0,2,0.0,10.0,Bangalore,15069000.0
1737,5,5.0,1,1.0,4.0,Delhi,16221000.0
2091,4,4.0,1,0.0,7.0,Pune,13781000.0
1201,6,6.0,2,1.0,0.0,Hyderabad,8205000.0
1741,5,5.0,2,0.0,6.0,Mumbai,29531000.0
633,3,2.0,2,0.0,23.0,Delhi,6543000.0
1941,5,4.0,2,3.0,3.0,Bangalore,11994000.0
1690,2,2.0,3,4.0,15.0,Hyderabad,9203000.0
1531,3,,2,1.0,4.0,Delhi,15461000.0
1219,3,3.0,2,2.0,16.0,Bangalore,8064000.0
1908,6,,3,1.0,2.0,Chennai,12271000.0
1454,2,2.0,3,2.0,11.0,Mumbai,23716000.0
884,5,5.0,2,1.0,0.0,Hyderabad,5705000.0
1489,3,2.0,1,1.0,13.0,Mumbai,26803000.0
1853,3,3.0,3,0.0,11.0,Chennai,12178000.0
1058,4,3.0,3,2.0,2.0,Delhi,10899000.0
1616,3,2.0,2,1.0,15.0,Hyderabad,8823000.0
1298,3,2.0,3,2.0,24.0,Bangalore,9164000.0
1290,2,2.0,1,1.0,0.0,Bangalore,8459000.0
1451,4,4.0,1,2.0,2.0,Mumbai,27567000.0
1016,3,3.0,3,1.0,17.0,Hyderabad,6451000.0
1739,2,2.0,1,3.0,7.0,Bangalore,11471000.0
2092,5,,3,3.0,1.0,Chennai,12513000.0
901,1,1.0,3,0.0,1.0,Bangalore,5527000.0
1072,2,2.0,1,0.0,4.0,Hyderabad,6332000.0
1801,3,2.0,3,2.0,10.0,Hyderabad,9119000.0
2070,3,3.0,3,0.0,21.0,Hyderabad,12296000.0
400,3,3.0,1,1.0,25.0,Mumbai,6383000.0
1346,4,,1,0.0,3.0,Chennai,7929000.0
2014,2,2.0,2,1.0,3.0,Delhi,19824000.0
1860,4,4.0,1,2.0,2.0,Delhi,17687000.0
501,4,4.0,3,0.0,11.0,Bangalore,289854000.0
1909,2,,1,2.0,3.0,Hyderabad,9656000.0
1348,4,4.0,3,1.0,8.0,Delhi,14699000.0
1681,1,1.0,3,0.0,28.0,Mumbai,28804000.0
1424,4,3.0,1,2.0,4.0,Delhi,16182000.0
1339,4,4.0,3,2.0,0.0,Delhi,14737000.0
1808,3,2.0,1,1.0,5.0,Delhi,17782000.0
1261,6,5.0,2,1.0,3.0,Chennai,9023000.0
1502,5,4.0,2,3.0,32.0,Hyderabad,9392000.0
2255,1,1.0,1,3.0,2.0,Chennai,12563000.0
2284,4,4.0,1,0.0,4.0,Mumbai,38343000.0
826,2,2.0,3,0.0,0.0,Delhi,10074000.0
2097,3,2.0,2,1.0,1.0,Bangalore,13313000.0
2135,6,6.0,2,1.0,4.0,Chennai,15080000.0
1762,2,2.0,2,2.0,7.0,Pune,11715000.0
1906,2,1.0,2,1.0,3.0,Hyderabad,10773000.0
2120,6,6.0,2,3.0,6.0,Mumbai,31216000.0
933,5,4.0,3,1.0,12.0,Bangalore,7946000.0
1926,2,2.0,3,1.0,0.0,Pune,12982000.0
1523,1,1.0,3,0.0,7.0,Pune,10643000.0
1044,4,4.0,3,1.0,20.0,Bangalore,7364000.0
1476,4,4.0,2,0.0,37.0,Pune,10054000.0
1469,2,2.0,1,0.0,6.0,Mumbai,24985000.0
2776,3,2.0,2,1.0,9.0,Delhi,28451000.0
1713,3,3.0,1,2.0,2.0,Hyderabad,9909000.0
1558,3,3.0,2,2.0,0.0,Pune,10798000.0
2250,4,3.0,2,1.0,7.0,Hyderabad,12096000.0
1157,3,3.0,2,2.0,4.0,Chennai,6795000.0
2621,1,1.0,1,0.0,6.0,Bangalore,15525000.0
936,3,2.0,1,2.0,5.0,Mumbai,14860000.0
2158,5,5.0,1,0.0,3.0,Bangalore,13192000.0
869,2,1.0,2,0.0,3.0,Mumbai,12217000.0
1380,1,1.0,3,0.0,23.0,Hyderabad,7561000.0
1224,5,4.0,3,3.0,8.0,Hyderabad,7107000.0
1356,4,4.0,3,1.0,9.0,Mumbai,20435000.0
1322,2,2.0,1,1.0,0.0,Mumbai,20821000.0
1500,3,2.0,2,1.0,0.0,Mumbai,23904000.0
1597,4,3.0,1,2.0,10.0,Hyderabad,9913000.0
1863,3,3.0,3,0.0,0.0,Chennai,11661000.0
2050,4,4.0,3,0.0,5.0,Hyderabad,11753000.0
2012,3,2.0,3,0.0,1.0,Chennai,10749000.0
770,4,3.0,1,2.0,13.0,Hyderabad,4370000.0
2214,4,3.0,2,1.0,2.0,Delhi,24136000.0
647,4,3.0,1,0.0,4.0,Mumbai,12710000.0
1832,5,4.0,1,4.0,0.0,Bangalore,13435000.0
1125,5,4.0,3,0.0,41.0,Hyderabad,6712000.0
1467,3,3.0,3,1.0,0.0,Pune,11242000.0
954,2,1.0,2,1.0,18.0,Chennai,5829000.0
824,3,3.0,3,1.0,4.0,Bangalore,6090000.0
1947,3,2.0,1,1.0,2.0,Delhi,20345000.0
1604,3,2.0,1,1.0,5.0,Bangalore,11791000.0
1872,5,4.0,2,0.0,13.0,Pune,15429000.0
1576,3,3.0,2,2.0,3.0,Mumbai,26205000.0
400,3,2.0,1,1.0,3.0,Delhi,4575000.0
1004,2,1.0,2,2.0,45.0,Hyderabad,4933000.0
1460,3,2.0,3,0.0,3.0,Pune,11055000.0
1227,4,3.0,1,3.0,4.0,Chennai,7368000.0
1838,3,3.0,3,0.0,8.0,Bangalore,11829000.0
1799,4,3.0,2,0.0,5.0,Hyderabad,10886000.0
400,2,1.0,3,0.0,1.0,Bangalore,2963000.0
871,3,3.0,1,2.0,7.0,Mumbai,13122000.0
855,1,1.0,1,0.0,6.0,Pune,5562000.0
1769,6,6.0,3,0.0,2.0,Bangalore,14490000.0
1083,4,3.0,3,0.0,9.0,Delhi,11112000.0
2127,6,6.0,3,0.0,2.0,Bangalore,14892000.0
1098,5,4.0,3,1.0,11.0,Mumbai,16296000.0
888,3,2.0,1,0.0,5.0,Mumbai,15032000.0
1534,3,3.0,1,1.0,7.0,Hyderabad,8711000.0
2040,3,2.0,1,1.0,2.0,Pune,13485000.0
1983,4,3.0,3,0.0,5.0,Hyderabad,11676000.0
1247,3,2.0,3,2.0,1.0,Hyderabad,8790000.0
1701,6,6.0,2,2.0,21.0,Hyderabad,10700000.0
1944,3,3.0,2,0.0,4.0,Pune,11315000.0
1321,5,4.0,3,0.0,1.0,Pune,10191000.0
1985,4,4.0,3,1.0,5.0,Delhi,20232000.0
2032,2,1.0,3,1.0,17.0,Chennai,12292000.0
2205,1,1.0,2,1.0,2.0,Delhi,24517000.0
2287,6,6.0,1,0.0,5.0,Mumbai,39747000.0
1699,5,5.0,3,1.0,4.0,Mumbai,28639000.0
1718,1,1.0,3,1.0,12.0,Chennai,10912000.0
1753,5,4.0,3,0.0,3.0,Chennai,289854000.0
1069,4,3.0,2,2.0,3.0,Bangalore,7122000.0
1427,3,2.0,3,2.0,1.0,Hyderabad,8545000.0
1391,6,5.0,3,0.0,2.0,Bangalore,11695000.0
1883,3,3.0,1,0.0,10.0,Hyderabad,10104000.0
1927,2,2.0,2,0.0,0.0,Pune,13303000.0
656,2,1.0,1,1.0,18.0,Chennai,4535000.0
1536,4,4.0,2,1.0,27.0,Delhi,18200000.0
1891,5,4.0,3,2.0,4.0,Pune,13888000.0
929,3,2.0,2,1.0,9.0,Mumbai,15686000.0
400,4,4.0,3,1.0,0.0,Chennai,3455000.0
2049,4,3.0,3,2.0,8.0,Delhi,23395000.0
733,4,4.0,2,0.0,6.0,Mumbai,12620000.0
1799,4,3.0,1,2.0,10.0,Pune,14234000.0
1669,2,2.0,3,1.0,3.0,Bangalore,11349000.0
1001,4,4.0,2,0.0,3.0,Hyderabad,6126000.0
1319,3,3.0,2,2.0,3.0,Chennai,8535000.0
1104,2,1.0,1,2.0,18.0,Mumbai,18387000.0
2246,6,5.0,3,1.0,1.0,Mumbai,38574000.0
1521,4,3.0,2,1.0,12.0,Hyderabad,10122000.0
740,6,6.0,2,2.0,9.0,Pune,5862000.0
799,3,3.0,3,2.0,4.0,Hyderabad,5338000.0
2200,2,1.0,1,2.0,7.0,Pune,15770000.0
2533,4,3.0,1,0.0,0.0,Pune,19050000.0
1749,2,1.0,2,3.0,19.0,Chennai,10362000.0
1563,3,3.0,1,2.0,9.0,Hyderabad,8948000.0
637,2,2.0,2,0.0,12.0,Pune,5309000.0
1874,6,5.0,2,0.0,0.0,Hyderabad,11521000.0
1367,2,1.0,2,0.0,3.0,Pune,9822000.0
1734,5,4.0,3,0.0,16.0,Delhi,17479000.0
1912,2,1.0,3,1.0,20.0,Chennai,9339000.0
2092,4,4.0,1,2.0,6.0,Chennai,12506000.0
1199,6,5.0,2,1.0,2.0,Delhi,13174000.0
1627,1,1.0,2,,11.0,Pune,11134000.0
1721,4,4.0,3,1.0,32.0,Hyderabad,10208000.0
1415,2,2.0,2,3.0,4.0,Hyderabad,8245000.0
868,4,4.0,1,3.0,8.0,Pune,7577000.0
1503,4,3.0,1,0.0,4.0,Chennai,9852000.0
1369,3,2.0,1,0.0,0.0,Hyderabad,7449000.0
712,4,3.0,2,1.0,7.0,Hyderabad,5277000.0
851,4,4.0,3,2.0,25.0,Delhi,9545000.0
1356,4,3.0,1,0.0,10.0,Bangalore,9948000.0
2277,5,5.0,3,0.0,6.0,Chennai,14321000.0
2798,4,4.0,3,1.0,10.0,Mumbai,44026000.0
1428,4,3.0,2,2.0,0.0,Delhi,16567000.0
1204,6,5.0,1,1.0,6.0,Chennai,8502000.0
617,5,5.0,1,0.0,2.0,Delhi,7072000.0
1806,4,3.0,2,1.0,8.0,Mumbai,33636000.0
1811,2,2.0,1,2.0,1.0,Bangalore,11173000.0
1528,5,5.0,2,0.0,8.0,Delhi,15657000.0
1711,3,,2,1.0,6.0,Delhi,16860000.0
1709,6,5.0,3,4.0,0.0,Delhi,20014000.0
2300,4,4.0,1,1.0,4.0,Pune,17476000.0
2039,3,3.0,3,4.0,9.0,Bangalore,13616000.0
1154,4,4.0,2,,0.0,Delhi,12677000.0
413,6,6.0,3,0.0,13.0,Hyderabad,3372000.0
2270,3,2.0,2,0.0,1.0,Bangalore,15101000.0
666,3,3.0,2,0.0,4.0,Bangalore,5023000.0
1611,4,4.0,2,1.0,19.0,Mumbai,26142000.0
1458,3,2.0,2,1.0,1.0,Bangalore,9333000.0
1844,3,2.0,2,0.0,13.0,Chennai,11266000.0
1052,3,3.0,2,1.0,3.0,Delhi,11522000.0
1074,5,5.0,2,1.0,1.0,Bangalore,7790000.0
1688,6,5.0,3,0.0,8.0,Hyderabad,9481000.0
1697,2,1.0,2,1.0,6.0,Mumbai,28267000.0
993,2,2.0,2,2.0,0.0,Delhi,11191000.0
1610,3,2.0,1,0.0,4.0,Mumbai,26096000.0
1315,2,1.0,2,0.0,26.0,Mumbai,23574000.0
1245,2,1.0,3,3.0,1.0,Hyderabad,6775000.0
2353,3,2.0,2,2.0,11.0,Mumbai,39460000.0
1198,5,5.0,2,1.0,1.0,Bangalore,9835000.0
400,3,2.0,3,3.0,1.0,Bangalore,3635000.0
1246,3,3.0,1,2.0,17.0,Chennai,7767000.0
1233,4,4.0,2,0.0,0.0,Chennai,7784000.0
1770,5,5.0,2,1.0,19.0,Mumbai,25782000.0
1985,2,1.0,2,2.0,12.0,Delhi,20962000.0
977,4,4.0,2,2.0,21.0,Delhi,10740000.0
1730,2,1.0,2,0.0,4.0,Delhi,18664000.0
1801,3,2.0,2,1.0,8.0,Mumbai,34587000.0
1800,2,1.0,3,0.0,1.0,Mumbai,23778000.0
1371,4,3.0,3,1.0,3.0,Delhi,15389000.0
713,5,5.0,2,1.0,0.0,Delhi,9824000.0
2248,3,2.0,2,3.0,11.0,Pune,17250000.0
2053,2,2.0,1,1.0,0.0,Delhi,23366000.0
2168,2,1.0,3,1.0,2.0,Hyderabad,11272000.0
1056,4,4.0,2,1.0,3.0,Pune,8707000.0
1043,5,4.0,2,0.0,2.0,Pune,8269000.0
1638,4,4.0,3,1.0,6.0,Pune,12610000.0
970,1,1.0,1,1.0,8.0,Delhi,9234000.0
1633,4,3.0,2,1.0,33.0,Chennai,9478000.0
3056,3,3.0,3,1.0,4.0,Chennai,17523000.0
1563,4,3.0,3,0.0,0.0,Mumbai,24124000.0
1461,1,1.0,3,1.0,14.0,Delhi,16819000.0
400,5,5.0,3,0.0,0.0,Delhi,6481000.0
1706,3,3.0,2,1.0,1.0,Hyderabad,9223000.0
1188,4,3.0,2,2.0,9.0,Mumbai,22086000.0
1946,6,6.0,3,1.0,1.0,Bangalore,12346000.0
400,4,4.0,1,1.0,1.0,Pune,3681000.0
1901,6,6.0,3,1.0,25.0,Delhi,19658000.0
1580,1,1.0,2,0.0,1.0,Chennai,8363000.0
2699,3,2.0,2,1.0,12.0,Mumbai,41845000.0
1749,4,4.0,2,0.0,13.0,Chennai,9688000.0
997,3,2.0,1,2.0,15.0,Mumbai,21611000.0
1096,4,3.0,2,0.0,11.0,Bangalore,7491000.0
2049,3,2.0,2,1.0,12.0,Chennai,11789000.0
2779,4,3.0,3,2.0,7.0,Chennai,19511000.0
1141,3,3.0,2,1.0,20.0,Hyderabad,6641000.0
792,1,1.0,3,0.0,6.0,Hyderabad,4872000.0
962,3,3.0,2,1.0,2.0,Chennai,6517000.0
1448,4,4.0,3,1.0,0.0,Delhi,17938000.0
2103,5,5.0,3,0.0,7.0,Hyderabad,11678000.0
1810,3,,3,1.0,9.0,Chennai,10626000.0
932,2,1.0,3,3.0,2.0,Mumbai,13990000.0
2573,4,4.0,1,0.0,6.0,Delhi,27034000.0
2179,5,5.0,2,2.0,14.0,Pune,15629000.0
1101,6,6.0,2,2.0,,Hyderabad,7367000.0
1840,3,3.0,2,1.0,14.0,Chennai,10601000.0
1449,3,2.0,1,2.0,0.0,Pune,11761000.0
1228,6,5.0,1,1.0,13.0,Mumbai,20524000.0
1709,6,5.0,1,1.0,8.0,Chennai,11333000.0
2156,3,2.0,2,0.0,1.0,Bangalore,14248000.0
2715,5,4.0,1,1.0,14.0,Chennai,17385000.0
2375,5,5.0,1,0.0,6.0,Delhi,22047000.0
1284,3,3.0,2,2.0,3.0,Mumbai,23878000.0
1358,4,3.0,3,0.0,1.0,Bangalore,9002000.0
1625,4,3.0,2,0.0,2.0,Chennai,10648000.0
1439,4,3.0,1,2.0,24.0,Delhi,14454000.0
1580,6,5.0,2,1.0,5.0,Pune,11858000.0
1897,4,4.0,2,1.0,,Hyderabad,11613000.0
723,1,1.0,3,1.0,29.0,Chennai,4878000.0
935,3,3.0,2,0.0,5.0,Chennai,6150000.0
2118,3,3.0,3,0.0,17.0,Mumbai,34525000.0
1185,3,2.0,2,1.0,18.0,Chennai,6850000.0
2299,5,5.0,1,1.0,0.0,Delhi,22140000.0
1766,2,1.0,3,0.0,0.0,Bangalore,11483000.0
876,4,4.0,1,1.0,1.0,Bangalore,6782000.0
1927,4,4.0,2,0.0,7.0,Pune,14013000.0
1288,3,3.0,3,0.0,4.0,Hyderabad,7950000.0
1568,4,4.0,3,2.0,9.0,Chennai,10279000.0
1156,3,2.0,3,2.0,10.0,Hyderabad,7026000.0
1625,4,4.0,2,0.0,1.0,Mumbai,28352000.0
2054,4,3.0,3,0.0,18.0,Chennai,12238000.0
928,3,3.0,2,2.0,7.0,Chennai,5696000.0
2384,6,5.0,1,4.0,25.0,Bangalore,17621000.0
1129,6,6.0,1,1.0,0.0,Mumbai,20163000.0
1759,6,5.0,1,0.0,0.0,Bangalore,12746000.0
1786,4,3.0,2,2.0,44.0,Delhi,21102000.0
1305,6,6.0,1,0.0,3.0,Bangalore,9443000.0
945,6,6.0,3,0.0,6.0,Chennai,6192000.0
1683,4,4.0,1,1.0,6.0,Bangalore,11567000.0
1444,3,3.0,3,4.0,7.0,Hyderabad,7076000.0
818,4,3.0,3,0.0,7.0,Bangalore,6368000.0
400,3,3.0,2,2.0,1.0,Delhi,4956000.0
1379,3,2.0,1,1.0,2.0,Bangalore,8499000.0
1771,2,2.0,1,0.0,5.0,Hyderabad,10127000.0
995,6,5.0,3,1.0,5.0,Bangalore,7865000.0
1498,5,4.0,2,1.0,28.0,Mumbai,22873000.0
1507,6,5.0,2,1.0,3.0,Chennai,9965000.0
1278,1,1.0,3,2.0,4.0,Bangalore,8332000.0
1909,6,6.0,1,1.0,0.0,Mumbai,34916000.0
1341,3,3.0,2,2.0,,Mumbai,22032000.0
742,2,2.0,3,1.0,0.0,Bangalore,5249000.0
1440,2,1.0,1,2.0,7.0,Bangalore,10146000.0
850,4,3.0,3,2.0,2.0,Delhi,10681000.0
415,4,4.0,1,1.0,4.0,Mumbai,7686000.0
2542,3,3.0,3,0.0,17.0,Mumbai,39989000.0
941,2,2.0,3,2.0,4.0,Bangalore,7498000.0
1267,4,3.0,3,2.0,2.0,Hyderabad,8302000.0
2186,4,3.0,1,1.0,3.0,Chennai,15106000.0
1352,2,2.0,2,0.0,1.0,Delhi,13830000.0
1250,6,5.0,2,1.0,6.0,Mumbai,19898000.0
1435,6,6.0,1,3.0,1.0,Chennai,9440000.0
1842,2,2.0,3,1.0,10.0,Pune,12136000.0
2190,3,3.0,3,0.0,3.0,Bangalore,15858000.0
400,3,3.0,1,1.0,18.0,Mumbai,6949000.0
1794,3,3.0,3,0.0,2.0,Pune,14939000.0
1511,6,6.0,2,0.0,19.0,Delhi,18750000.0
707,4,4.0,2,1.0,0.0,Mumbai,12596000.0
2577,4,4.0,3,2.0,14.0,Bangalore,15615000.0
1549,1,1.0,3,1.0,12.0,Delhi,18411000.0
1351,5,4.0,2,,9.0,Bangalore,8992000.0
1107,3,3.0,2,1.0,12.0,Bangalore,7897000.0
406,3,3.0,3,0.0,10.0,Pune,3349000.0
400,2,1.0,3,2.0,5.0,Mumbai,7814000.0
1397,6,5.0,2,0.0,1.0,Chennai,9904000.0
1627,6,6.0,2,1.0,0.0,Pune,11981000.0
1540,5,4.0,2,1.0,4.0,Bangalore,9564000.0
1940,5,5.0,3,1.0,11.0,Bangalore,12412000.0
1158,5,4.0,2,0.0,1.0,Hyderabad,7350000.0
1032,5,4.0,3,1.0,4.0,Delhi,10966000.0
1915,5,4.0,3,1.0,0.0,Pune,13181000.0
1753,1,1.0,2,0.0,15.0,Pune,11967000.0
1749,3,3.0,2,1.0,3.0,Delhi,17318000.0
1930,6,6.0,1,3.0,26.0,Mumbai,34959000.0
1065,3,2.0,1,3.0,7.0,Bangalore,8609000.0
943,4,3.0,2,0.0,9.0,Hyderabad,5721000.0
1191,1,1.0,2,1.0,5.0,Hyderabad,6278000.0
1343,2,1.0,2,2.0,7.0,Hyderabad,8549000.0
1752,6,5.0,3,1.0,8.0,Chennai,10934000.0
2358,2,1.0,1,0.0,6.0,Delhi,24277000.0
1159,1,1.0,2,0.0,3.0,Mumbai,17626000.0
2511,5,4.0,1,3.0,7.0,Mumbai,38709000.0
1155,4,4.0,2,0.0,6.0,Pune,9605000.0
1582,2,2.0,3,1.0,7.0,Bangalore,7975000.0
1657,4,4.0,3,2.0,2.0,Mumbai,26006000.0
1749,3,3.0,2,1.0,7.0,Mumbai,26723000.0
946,3,2.0,3,0.0,,Delhi,11779000.0
1519,3,3.0,3,1.0,0.0,Bangalore,11346000.0
1317,2,2.0,2,1.0,21.0,Chennai,7102000.0
1076,2,2.0,2,2.0,8.0,Delhi,13650000.0
1359,1,1.0,2,0.0,1.0,Pune,9409000.0
1596,4,3.0,3,0.0,21.0,Mumbai,22911000.0
1220,5,5.0,2,1.0,28.0,Hyderabad,6480000.0
1027,2,1.0,2,0.0,2.0,Bangalore,6258000.0
1279,5,4.0,2,2.0,11.0,Delhi,14511000.0
1815,4,3.0,3,0.0,3.0,Chennai,12180000.0
2212,4,3.0,2,1.0,,Delhi,25466000.0
1604,1,1.0,3,0.0,3.0,Delhi,14769000.0
833,4,4.0,3,0.0,10.0,Hyderabad,5166000.0
869,6,6.0,2,1.0,11.0,Hyderabad,6866000.0
1226,4,3.0,3,3.0,17.0,Hyderabad,7193000.0
1667,2,1.0,1,1.0,11.0,Mumbai,29248000.0
1057,3,3.0,1,1.0,4.0,Hyderabad,6061000.0
1472,4,3.0,3,1.0,6.0,Hyderabad,8718000.0
1606,4,4.0,3,1.0,15.0,Pune,10765000.0
1464,2,2.0,3,3.0,36.0,Bangalore,9324000.0
1142,2,2.0,1,2.0,16.0,Bangalore,7442000.0
1002,6,5.0,2,2.0,6.0,Hyderabad,6932000.0
1539,2,1.0,3,2.0,5.0,Mumbai,27827000.0
2099,5,4.0,1,1.0,13.0,Delhi,20929000.0
753,2,2.0,1,1.0,3.0,Pune,4937000.0
798,5,5.0,3,,6.0,Delhi,8783000.0
1995,3,3.0,2,0.0,10.0,Delhi,20837000.0
400,5,5.0,1,0.0,2.0,Delhi,5445000.0
1904,6,5.0,1,2.0,20.0,Pune,15803000.0
1533,1,1.0,1,2.0,5.0,Hyderabad,8509000.0
1482,3,3.0,3,2.0,8.0,Bangalore,9162000.0
